created_at,field1 (Ambient Temperature),field2 (Ambient Humidity),field3 (soil temperature),field4 (Leaf wetness sensor),field5 (Soil moisute sensor)
2021-10-27T00:36:43+00:00,21.6708,93.92561,18.22994,13011.0,14160.977
2021-10-27T00:38:12+00:00,22.06782,91.38728,18.22994,13144.0,13908.451
2021-10-27T00:39:41+00:00,22.33251,90.10048,18.2134,13118.0,13971.125
2021-10-27T00:41:16+00:00,22.59719,89.0781,18.01489,13118.0,14015.151
2021-10-27T01:12:42+00:00,20.92639,94.87749,18.18031,13134.0,13908.451
2021-10-27T01:14:11+00:00,21.17452,95.3358,18.06452,13025.0,13996.127
2021-10-27T01:45:39+00:00,21.33995,94.13715,18.06452,13167.0,13889.425
2021-10-27T02:17:05+00:00,22.49793,90.41777,18.26303,13089.0,14034.714
2021-10-27T02:48:35+00:00,24.15219,83.64886,18.18031,13018.0,14160.977
2021-10-27T02:50:04+00:00,24.44995,81.88612,18.14723,13014.0,13908.451
2021-10-27T02:51:31+00:00,24.97932,79.64745,18.01489,13025.0,14180.539
2021-10-27T03:23:02+00:00,25.97188,74.04195,18.06452,13118.0,13928.013
2021-10-27T03:24:29+00:00,26.23656,72.36736,18.24648,13028.0,14054.275
2021-10-27T03:25:57+00:00,26.76592,70.76326,18.3292,13029.0,13928.013
2021-10-27T03:27:24+00:00,27.12986,68.82425,18.26303,13034.0,14054.275
2021-10-27T03:58:54+00:00,27.95699,64.32927,18.22994,13127.0,14095.1
2021-10-27T04:00:21+00:00,28.12242,63.23639,18.19686,13040.0,13888.889
2021-10-27T04:01:48+00:00,28.73449,61.7028,18.18031,13154.0,13928.013
2021-10-27T04:03:17+00:00,29.13151,60.52177,18.24648,13140.0,13928.013
2021-10-27T04:04:44+00:00,29.44582,59.12921,18.46154,13196.0,13928.013
2021-10-27T04:06:13+00:00,29.76013,58.3536,18.24648,13135.0,14200.1
2021-10-27T04:07:42+00:00,29.9421,57.41935,18.3292,13083.0,14132.521
2021-10-27T04:09:09+00:00,30.12407,56.44985,18.24648,13048.0,13928.013
2021-10-27T04:10:38+00:00,30.27295,55.58611,18.24648,13065.0,13908.451
2021-10-27T04:12:05+00:00,30.43838,54.70474,18.31266,13011.0,14054.275
2021-10-27T04:13:34+00:00,30.6038,54.96915,18.42845,13052.0,14034.714
2021-10-27T04:15:11+00:00,30.76923,54.74,18.37882,13064.0,13908.451
2021-10-27T04:46:44+00:00,31.41439,50.93249,18.51117,13076.0,13888.889
2021-10-27T04:48:13+00:00,31.76179,50.54469,18.54425,13037.0,13888.889
2021-10-27T04:49:42+00:00,32.42349,48.71144,18.54425,13075.0,14054.275
